Gene	AveExpr	logFC	P.value	q.value
RPA1	9.34124387183806	-0.0830242410645064	1.22032816600859e-06	0.000134989735605349
DNMT1	10.6713725330984	-0.0868585132598368	1.2679709569211e-06	0.000138718548134464
PDXDC1	8.58511686078864	-0.0923489656772986	1.29743362057616e-06	0.000138922368389041
ARL1	7.3175821459442	-0.108990368664	1.29774243611417e-06	0.000138922368389041
TRAT1	5.86351816620079	-0.126656570538464	1.35255344181998e-06	0.000142271904226913
NELL2	8.62027743806951	-0.16609669358931	1.35761343978524e-06	0.000142271904226913
AGGF1	7.14121702941379	-0.0927979002526359	1.39278278099629e-06	0.000144437105576881
SH2D1A	9.75428280329649	-0.111947536072111	1.47150382872209e-06	0.000151027586823191
CBLL1	7.21565204313861	-0.0892643927759285	1.51391097408391e-06	0.000151796558029768
INTS3	9.33770264434828	0.0776213689448333	1.52521034621214e-06	0.000151796558029768
LYAR	8.51664695933219	-0.100155269855882	1.52712606705746e-06	0.000151796558029768
ADAMTSL4	5.70603990365735	0.0930530654495234	1.53998566039563e-06	0.000151796558029768
C21orf59	6.60169198784165	-0.0846456637377559	1.57022275472625e-06	0.000153259609904734
SFRS2IP	9.17329908320276	-0.0753227931794174	1.61114213591125e-06	0.000155726761497473
CNOT7	8.36015013455435	-0.11420723279241	1.65858772429783e-06	0.000158425156919866
RSBN1	9.11562834302918	-0.0648299140414384	1.67088601500784e-06	0.000158425156919866
HMGN1	10.3588751355603	-0.106607637796801	1.740074354796e-06	0.000163428788817732
EDG1	8.20300508597714	-0.150957248350916	1.78709817506419e-06	0.000166276645587808
NCRNA00219	9.49938169776189	-0.0958452244160449	1.87660841219741e-06	0.000172876097969723
ACTL6A	7.5916864836211	-0.105975994723803	1.89275685783978e-06	0.000172876097969723
RAN	8.75593520452813	-0.0927030840192746	2.00443288827382e-06	0.000180361078056765
ZZZ3	7.66454692382838	-0.0865799713576296	2.01094031257046e-06	0.000180361078056765
TGFB1I1	6.65648742305966	0.168998060147605	2.0646023037481e-06	0.000182825322224239
PRPSAP2	8.33060891120224	-0.074798638522204	2.07697656876336e-06	0.000182825322224239
LOC644936	10.5889630453369	0.298724515504027	2.09350777386508e-06	0.000182825322224239
POTEF	14.1801164492665	0.0555088373777791	2.20777702144424e-06	0.000191127856624787
ODF3B	7.12595534952291	0.133121428559986	2.29163222209714e-06	0.000196676989438956
TUBA3D	7.3362375007891	0.108676479494633	2.31868836065545e-06	0.000197298208209926
UBE2N	9.13276154360912	-0.0795838792822179	2.41489762710946e-06	0.00020374330109696
MED30	8.40071990047505	-0.110369538099385	2.60451737481698e-06	0.000217894826333991
LOC645385	11.0507672749239	-0.136855380020824	2.68805291056293e-06	0.000223009409557169
GPR18	7.6361202332082	-0.122454725949849	2.72250232161586e-06	0.000224000769070272
DPH5	7.81195664510988	-0.0846744054970063	2.80156163571306e-06	0.000227408686506674
PNRC2	7.79734821398767	-0.0735502789575703	2.80960676698362e-06	0.000227408686506674
NIF3L1	8.90162446010321	-0.0686476308129329	2.85863610608823e-06	0.000228891071301333
EP400	8.27326390066658	-0.102547883596649	2.8965438019092e-06	0.000228891071301333
RNF219	8.39246288284276	-0.0538192977803303	2.89689514544216e-06	0.000228891071301333
CRTC2	8.09112552713418	0.0884606165300212	2.94558220558503e-06	0.000230768452022139
KIAA1539	9.65221919095283	0.11126607489181	2.96701529790325e-06	0.000230768452022139
TOP2B	10.1409973466265	-0.0835989078907342	3.01549111765983e-06	0.000232038833151247
RBM16	6.9116522276953	-0.148612203076342	3.02996355127906e-06	0.000232038833151247
DENND1A	6.37809334535856	0.0885457825234604	3.07620204158821e-06	0.000232285937899217
BEXL1	9.0740336445624	-0.0920626662995612	3.07985471089299e-06	0.000232285937899217
GBA	8.8824116566583	0.0868642536957346	3.15264703991196e-06	0.000235988223672107
HSF2	5.96792823763252	-0.119977914842711	3.19126470553706e-06	0.000236030326058886
DAP3	9.43965292594969	-0.0606728661381043	3.20062618424488e-06	0.000236030326058886
SP4	8.23403192167385	-0.108780136721202	3.28242871687275e-06	0.000237999910645773
LOC642567	9.39976171686424	0.0775538276888189	3.29458336071263e-06	0.000237999910645773
EBI2	8.61717899989322	-0.155153283009252	3.29905274788526e-06	0.000237999910645773
TSPYL1	9.09520477853277	-0.0712900317299465	3.35669399096453e-06	0.000240416113293238
ITK	10.0189711885102	-0.117899180747514	3.40622006286047e-06	0.000242220718431114
LOC729732	5.5518583838286	0.116584427235511	3.43745885591516e-06	0.000242708517182017
STAB1	7.13343660853818	0.149638105354971	3.46865303035409e-06	0.000243186317329005
COG6	6.31573355195262	-0.112451878512955	3.58692237058507e-06	0.000246581059401861
NDUFB5	10.6296683938887	-0.0857610871259535	3.5918003176031e-06	0.000246581059401861
PRKCH	10.4886005831402	-0.116440129725591	3.59459286478959e-06	0.000246581059401861
LOC399988	11.3718652060629	-0.0811506016121216	3.62751950395755e-06	0.000246581059401861
RSL1D1	9.96428045731152	-0.0810823095922433	3.65575100512958e-06	0.000246581059401861
ANKRD33	8.7299875352401	0.130942843588258	3.66568218235697e-06	0.000246581059401861
LOC100130828	6.3625395939008	0.137591047023018	3.78412480528988e-06	0.000252840013068258
EIF4A2	12.3594880919506	-0.0634072960910599	3.8317135875503e-06	0.00025401300178866
TBP	7.66896971880515	-0.0660427357298028	3.85270958261116e-06	0.00025401300178866
ABLIM3	6.84682744997928	0.177717357558583	3.98895003455496e-06	0.000261265237884984
OXTR	6.47316739675754	0.128900800011196	4.03112123448655e-06	0.000262301666442565
PCID2	10.0401307592523	-0.0665637832847482	4.21385206612657e-06	0.000271977981562824
LOC650215	7.18805923722212	-0.145315031846968	4.23446769174859e-06	0.000271977981562824
OSCAR	9.62781519990477	0.107584067790474	4.28181879317512e-06	0.000273256377433435
C20orf30	10.1218609325005	-0.0741558531857986	4.35897718681757e-06	0.000276408608512086
LOC650369	9.94077542555725	-0.0734760361570341	4.4064502116962e-06	0.000277650462611449
LOC730246	12.0409987292517	-0.0962475853808572	4.47631669114782e-06	0.00027979228132462
TIGA1	9.69110965093532	-0.0916549360192207	4.49665006010958e-06	0.00027979228132462
C16orf58	9.04714142661058	-0.0593751455933927	4.6161046485552e-06	0.000283956775080621
LOC440731	7.76143638445205	0.100022217592617	4.62062399196972e-06	0.000283956775080621
BOLA3	8.46518566372532	-0.0879211389639958	4.71719448872613e-06	0.000288112963126164
TMED2	9.76826199458403	-0.0906806814582729	4.76298854752257e-06	0.000289136094283746
TSC22D4	8.28931309672092	0.0921501358588019	4.94421142529274e-06	0.000294046653108039
ZCCHC8	6.88358451139824	-0.125325601587442	4.99299822453324e-06	0.000294046653108039
SLAIN1	6.10156956072842	-0.0888291016725241	5.02961052828401e-06	0.000294046653108039
ANKRD12	9.22349237048146	-0.078432646010519	5.04137439470206e-06	0.000294046653108039
DTX2	7.93626850001057	0.0795365097364414	5.05270043880342e-06	0.000294046653108039
ZNF30	5.74729421525441	-0.108801083248283	5.08210327006505e-06	0.000294046653108039
RBL2	9.63629760747923	-0.131636267376004	5.08527646012977e-06	0.000294046653108039
TM2D1	7.7317916358221	-0.0836994976304659	5.08955448919425e-06	0.000294046653108039
CRY1	6.70843018275369	-0.0817012946547905	5.10970376580868e-06	0.000294046653108039
SAMD4B	7.24561506693675	0.122125612025343	5.3351758042238e-06	0.000303738773185952
RPL15	11.7809386674397	-0.0902722641945006	5.33914434423603e-06	0.000303738773185952
LOC391075	11.049129701323	0.0796243821206949	5.39243702187059e-06	0.000305027527781778
NSUN2	9.57009843092698	-0.0661904913136952	5.50217370627276e-06	0.000309476482298957
CYFIP2	10.8148905355759	-0.0639058056429088	5.55213264007253e-06	0.00031053206512002
C5orf39	9.83574621725272	-0.0729592241755621	5.66090133126123e-06	0.000314846721416777
FTHL11	11.9392934687142	0.0917529573864296	5.80453787131284e-06	0.000321041935433883
DOCK10	9.48231604234132	-0.120085603882851	5.90574872280359e-06	0.000323951324945696
DOCK11	10.7531660275527	-0.0663759136696572	5.92221987630798e-06	0.000323951324945696
PMPCB	9.36189398465554	-0.060553226318606	5.95502500736144e-06	0.000323965766599082
DNAJC24	5.78485061261564	-0.13071397853258	6.11227427158453e-06	0.000330594414839043
SNRPF	9.62995244719924	-0.0871606482927401	6.14328437777133e-06	0.000330594414839043
LOC401397	7.82106977380856	-0.147581986483062	6.21706701386937e-06	0.000331232532066746
LOC649821	11.7982307824672	-0.101559902766427	6.22168429555695e-06	0.000331232532066746
LOC646531	12.0369006705918	-0.103034399641223	6.51023419402132e-06	0.000343793270748641
CD97	9.98871466225298	0.0595311224501693	6.54242637775438e-06	0.000343793270748641
RNF125	6.87967562425848	-0.175836515728496	6.56121624873547e-06	0.000343793270748641
TOMM20	8.88164387010493	-0.105068082956461	6.65149250130769e-06	0.000346698816803053
METAP1	8.63279956564794	-0.0922293148982125	6.7150618168418e-06	0.000347908901476907
LOC100130550	6.05837135089637	-0.0915122840609015	6.7446004728745e-06	0.000347908901476907
FAM54B	7.26351225718127	0.0814724025571434	6.85018273570472e-06	0.000349550771193175
GORASP1	8.1571611941391	0.0633058260974691	6.88709826061288e-06	0.000349550771193175
ZNF800	8.31838038978806	-0.0848372475028291	6.8909817645291e-06	0.000349550771193175
NUP107	8.15096175345849	-0.0678649298311937	6.94973903178903e-06	0.000349550771193175
IL7R	11.8298392668028	-0.121932412393721	6.95198512074376e-06	0.000349550771193175
FLNA	8.13798878652226	0.140785316429739	7.01993666855467e-06	0.000351193717845866
CENTD2	8.81454831691516	0.0589151587944567	7.06294892218735e-06	0.000351578809184882
DCAF7	9.75759880093381	-0.0672746473870114	7.09989336207075e-06	0.000351659528407233
PREI3	6.56149581154337	-0.0894799567624608	7.16828648538057e-06	0.000352440062705475
KIF1B	7.52121534502366	0.0950532009310332	7.18645460826949e-06	0.000352440062705475
GRAMD1B	5.20566638771889	0.0978211747320922	7.27163611600138e-06	0.000353431716221083
HNRNPC	8.5734598888756	-0.0715498806605666	7.27767671510537e-06	0.000353431716221083
ATP6V0A1	10.2022742887396	0.0776487718286414	7.35107187576021e-06	0.000355263074322061
LOC653226	9.05846015795849	-0.146387294008483	7.44093078604369e-06	0.000356227463949809
RAB7L1	8.24113571655924	-0.0953425128700615	7.50831149926298e-06	0.000356227463949809
NCF1C	11.6769760297677	0.0978373196176728	7.51708265455986e-06	0.000356227463949809
NOL11	9.08644751687632	-0.0655127871270149	7.52712925911075e-06	0.000356227463949809
ATM	9.61899719091513	-0.118124637654324	7.56176414157153e-06	0.000356227463949809
LOC203547	9.43552658536846	-0.0681116749717867	7.58571704504765e-06	0.000356227463949809
MLLT10	6.70069900271957	-0.124825650367489	7.84699262471808e-06	0.000366767007598961
BRIX1	7.81123351295681	-0.0873756382460783	7.94033252684857e-06	0.000367874291544055
MRPL18	8.53594648884585	-0.118049593381153	7.94458612923633e-06	0.000367874291544055
PLEKHO2	9.93968621258892	0.0854223455131402	8.02147135946941e-06	0.000369714860362212
C1orf109	5.86833052450687	-0.103630807402988	8.09690112769208e-06	0.000370773388316277
NUP160	7.05257828500854	-0.173042282428312	8.11892310946345e-06	0.000370773388316277
RPL14L	12.5028510932519	-0.086381999414558	8.4526600164287e-06	0.000382768316569125
LOC399804	7.32163100321771	-0.101188928341416	8.48762135049795e-06	0.000382768316569125
GZMK	10.1145705363142	-0.157286340672952	8.49692206457522e-06	0.000382768316569125
ABCE1	7.69334738086522	-0.0953850612250744	8.57848200779186e-06	0.000384701687400702
PLEKHA1	8.4268950080398	-0.106403929824256	8.72527914241177e-06	0.000387372828751591
DYSF	11.3968759550019	0.116557580826766	8.76031837624282e-06	0.000387372828751591
HIBADH	7.62036867387516	-0.0736279921170698	8.76329461968034e-06	0.000387372828751591
MICAL1	9.45647586033811	0.0989641785209959	8.79368638830837e-06	0.000387372828751591
PAXIP1	6.54365312518121	-0.0887063280441305	8.89728600999099e-06	0.000390209928408197
TMEM158	9.72099193392397	0.188782551141672	9.00405362572112e-06	0.00039316047114733
GPD1L	9.10201106455829	-0.0569922763748988	9.05042696952794e-06	0.00039345965508099
ENOPH1	7.6317450698984	-0.133447090705112	9.25644953713641e-06	0.00039900488589074
RCC2	10.053567302585	-0.0637472147095663	9.26644966670235e-06	0.00039900488589074
FLVCR2	8.30245094809482	0.0689151464823667	9.32055843317879e-06	0.00039900488589074
LOC652489	6.89762074630692	-0.0938838903544299	9.34863181243446e-06	0.00039900488589074
PUM1	10.1138109432344	-0.0489556036185028	9.37972986337855e-06	0.00039900488589074
LTB4R	8.04340472490128	0.122245976038582	9.45802885499233e-06	0.00039900488589074
AIMP2	8.71356569836632	-0.0704982346482792	9.47642207768521e-06	0.00039900488589074
ZCCHC14	6.70053689159321	-0.106387645167059	9.50554836866522e-06	0.00039900488589074
RNF160	5.85609099943033	-0.0853932128548932	9.53868593783297e-06	0.00039900488589074
ARL2BP	9.58639678876502	-0.0636787315677781	9.61969405721731e-06	0.00040070981487941
PHACTR4	8.12169310197955	-0.127195100753234	9.82343534633216e-06	0.000407491702972057
LOC732165	7.47326268248119	0.112531608065173	9.93972612925825e-06	0.000410604776145107
TK2	6.82030404394373	0.0885317111023938	1.0070380878879e-05	0.000414283037297947
ZCCHC11	7.31972059821941	-0.0825501404670935	1.0172821765544e-05	0.000416775117680217
SORT1	8.90654504673593	0.0940621578121674	1.02401151592633e-05	0.000417812698544424
ANKRD46	7.089438331744	-0.0974349015422643	1.02867767940243e-05	0.000418003437309438
OSBP	9.77195099430011	-0.0448779849224933	1.03958104991969e-05	0.000420716813216667
PREPL	6.08875906667098	-0.104917533522807	1.06514308809289e-05	0.000429316540607189
EXD2	6.07788266100279	-0.0903278112926124	1.07935982621972e-05	0.000433292517922742
MAN1C1	6.78658212592146	-0.138651439599844	1.08382936730576e-05	0.000433339410598477
BAT2D1	9.10089944450464	-0.129292271294324	1.10745148934928e-05	0.000441012931165145
UBE2G1	7.59414039310825	-0.0732124394660778	1.16898352802494e-05	0.000463661772487915
NCK1	8.27157012930623	-0.112700272828885	1.18014149553159e-05	0.000466229942123352
LRIG1	7.24208545068837	-0.0968045196878759	1.19174978977406e-05	0.000466726125116893
CFP	9.44603820142465	0.0988635568825402	1.19180609996929e-05	0.000466726125116893
UBL3	9.33310361907544	-0.0774725211780381	1.1954617109154e-05	0.000466726125116893
MARK2	7.62985193554207	0.0853068444021332	1.20608364601586e-05	0.000468997093505134
HNRNPA0	9.16778141827265	-0.0764702052724688	1.21460259481255e-05	0.000468997093505134
CKAP4	10.5084598915158	0.111269291748277	1.21541120628164e-05	0.000468997093505134
PRKD2	8.4383791757948	0.0941092461656681	1.27153212712457e-05	0.000488758355194232
RFX7	9.37457486338726	-0.0583069084405985	1.29311871527042e-05	0.000495144170448394
RTTN	7.01738680991681	-0.0833258276792983	1.30458669868396e-05	0.000496591934391391
GMIP	10.1815840668083	0.0837371366100135	1.30687584767693e-05	0.000496591934391391
AQP10	8.00105602991486	0.218380845817245	1.31392455937984e-05	0.000497371965897273
SPOCK2	11.7955002726724	-0.0948866435143313	1.32743683471673e-05	0.000500334117814078
TXK	6.77921911446179	-0.166509616016726	1.33180110667151e-05	0.000500334117814078
AFF4	7.01531385661183	-0.148968038232486	1.34545966577555e-05	0.000503565151013075
ATG9A	8.57245814550465	0.113777456170316	1.3602329347456e-05	0.000507187621590274
LOC642909	8.38611323334102	0.132397085128265	1.37056351954604e-05	0.000509132704207772
C1orf19	7.82831422172481	-0.109845244063233	1.38386477841801e-05	0.000512162759708294
PDCD2	7.81615304862779	-0.0635601776009484	1.39673338416915e-05	0.000515010840231182
RNF216	8.704761797954	-0.0820552857427163	1.40944191107197e-05	0.000517779094404071
NDUFA12	9.73091706384178	-0.120788587680854	1.42270578533439e-05	0.000520730258684464
LY9	6.70544008144595	-0.0614031153279389	1.44670872590685e-05	0.000525904203068346
SAMD14	6.87401685039156	0.209752428176602	1.44740671657673e-05	0.000525904203068346
KIAA0319L	7.15694587401815	0.0895301596755611	1.45851335186892e-05	0.00052801266087647
LHFPL2	7.92461636870127	0.107458593582933	1.48908245787373e-05	0.000536067823248283
ELF1	10.5139022050236	-0.113222065933288	1.49153307434666e-05	0.000536067823248283
RPL22	10.6504494680732	-0.0906030854842528	1.53174920065967e-05	0.000548541497011474
HIST1H3D	6.40535016494077	0.121696493081055	1.53874225321186e-05	0.000549070735475471
CAMSAP1	6.7130760100741	-0.0803238812793493	1.55205304442553e-05	0.000549977634316075
RNASEK	11.5715496636146	0.0481517778360332	1.55233241948762e-05	0.000549977634316075
HIST2H2AA4	10.5947240598618	0.101649466022945	1.5594610817514e-05	0.000550544024845032
CTDSPL	8.81035973585915	0.161320321325382	1.56853033786169e-05	0.000551789088928771
CLINT1	8.69901737385954	-0.127908838621493	1.59329725720751e-05	0.000557055791607328
LPIN1	8.92942399376207	-0.0965288524856362	1.59469243103007e-05	0.000557055791607328
LOC729148	8.71599711540458	-0.0846790928282224	1.61148416248191e-05	0.000559376778296763
PDCD6	10.2764999166638	-0.0929139157319602	1.61257420728147e-05	0.000559376778296763
PXN	9.36446205050849	0.0872842235718759	1.62221103605481e-05	0.000560765755865688
USF1	8.40742963581679	0.096392537973302	1.64978710205336e-05	0.000567823915654507
ITGB5	8.47198500456745	0.146332132734916	1.65403637876397e-05	0.000567823915654507
STXBP2	10.8135990560683	0.0860955058892141	1.67667054212928e-05	0.000573616144547006
JAM3	8.63012149397699	0.171243112186872	1.68272625008804e-05	0.000573716366400971
NIP7	7.94779410938153	-0.0973586568700219	1.7008193130759e-05	0.000577905967832347
CAPG	7.86361484827282	0.103527079019495	1.71110333354684e-05	0.000579422729892183
ZNFX1	10.1837062554115	0.0585958738631927	1.71940326497578e-05	0.00058025962374624
PLXNB2	6.9670195233665	0.0535325780413261	1.73081723085885e-05	0.000582138228554438
KRIT1	6.99151732451777	-0.0634841002519287	1.74670893083408e-05	0.000585505140588042
FAF1	6.86605914710408	-0.0695402795159311	1.77048504529914e-05	0.000591483480360921
STXBP3	6.88691829810938	-0.211047223127119	1.7853927217362e-05	0.000593091306580269
RPRD2	8.11344601276332	-0.0566562050905933	1.78721249480951e-05	0.000593091306580269
FTSJD1	6.58330265623961	-0.124860609021291	1.79638255872766e-05	0.000594153904112415
LOC100128086	6.40722753000611	-0.109565290504746	1.82140684153394e-05	0.000598933142173456
C13orf23	7.2886507735343	-0.121754944054582	1.8228643569809e-05	0.000598933142173456
CD247	11.9188842636071	-0.0866227685094486	1.84387851595596e-05	0.000603844814962681
ASGR1	10.2075707020755	0.0959767417384746	1.86517526540135e-05	0.000608816521123354
RPS6KA4	8.72388201796572	0.0834258527684381	1.92651152338281e-05	0.000626005237405681
ZFP36L2	8.25017676758287	-0.162177245991635	1.93041072257765e-05	0.000626005237405681
LOC653158	9.00046692508541	0.18071494025905	1.96277564225017e-05	0.000632341142566064
ETV6	9.2482063650052	0.058644350290519	1.96365392851704e-05	0.000632341142566064
RBM4B	8.05781124919271	-0.0430641457605183	1.96900361049329e-05	0.000632341142566064
RPS6	13.3696014334524	-0.0778462173293271	1.98123724733288e-05	0.00063422406382793
DPM1	8.97847395824087	-0.130464031669976	1.99290651978967e-05	0.000635914832534727
AP4E1	6.93293738315713	-0.107295190418775	2.03603423243455e-05	0.000645621863568179
FAM84B	6.14670119838337	-0.143484639234388	2.03732287261372e-05	0.000645621863568179
CRLF3	8.04485485807963	-0.114386724047297	2.04380376070491e-05	0.000645621863568179
RIPK3	8.5639577779923	0.0671232988137276	2.049267680405e-05	0.000645621863568179
MKL1	8.5443307095497	0.0740081228509688	2.07455850861413e-05	0.000651527942706304
C5orf51	8.47414624149733	-0.0651632131469735	2.09159983859642e-05	0.000654814217892527
WDR20	6.59336027871727	-0.0678722129059192	2.10578992277556e-05	0.000656563435974215
SRP9	8.04595783395595	-0.0873692969934701	2.11037702674425e-05	0.000656563435974215
